227,'Julio','Salas','','masculino','padre',0,1
228,'Julia','Salas','','femenino','madre',0,1
229,'Luis','Sánchez','','masculino','padrino',0,1
230,'Luisa','Sánchez','','femenino','madrina',0,1
231,'Dario Saul','Manzanero Salas','','femenino','bautizado',40,1
232,'Segundo','Manzanero','','masculino','padre',0,1
233,'Luzmila','Salas','','femenino','madre',0,1
234,'David','Parrales','','masculino','padrino',0,1
235,'Daniela','Romo','','femenino','madrina',0,1
236,'Danny ','Arce Armendaris','','masculino','bautizado',1,1
237,'Lucio','Arce','','masculino','padre',0,1
238,'Lucia','Armendaris','','femenino','madre',0,1
239,'Marcos','Vinicio','','masculino','padrino',0,1
240,'Luzmila','Izquierdo','','femenino','madrina',0,1
241,'Guillermo','Pizarro Vasquez','','femenino','bautizado',1,1
242,'Angela','Vásquez','','femenino','madre',0,1
243,'Vanessa','Izquerdo','','femenino','bautizado',1,1
244,'David','Andrade','','masculino','padre',0,1
245,'Lucía','Armijos','','femenino','madre',0,1
246,'Saul','Benavides','','masculino','padrino',0,1
247,'Paula','Sanchez','','femenino','madrina',0,1
248,'David','Manso Manzanero','','masculino','bautizado',1,1
249,'Daniel','Manso','','masculino','padre',0,1
250,'Daniela','Manzanero','','femenino','madre',0,1
251,'Tercero','Jurado','','masculino','padrino',0,1
252,'Isset','Segovia','','femenino','madrina',0,1
253,'Juan','Larrea Samaniego','','masculino','bautizado',12,1
254,'Lucho','Larrea','','masculino','padre',0,1
255,'Maria','Samaniego','','femenino','madre',0,1
256,'Sandro','Paz','','masculino','padrino',0,1
257,'Carlota','Chavez','','femenino','madrina',0,1
258,'Eduardo','Pinargote Suarez',,'masculino','bautizado',1,1
259,'Eduardo','Pinargote','','masculino','padre',0,1
260,'Marisol','Suarez','','femenino','madre',0,1
261,'Mario','Casas','','masculino','padrino',0,1
262,'Paula','Beltrán','','femenino','madrina',0,1
263,'Xavier Gabriel','Samaniego Diarte',,'masculino','confirmado',1,1
264,'Saulo','Samaniego','','masculino','padre',0,1
265,'Martha','Diarte','','femenino','madre',0,1
266,'Rumiñahui','Cascasa','','masculino','padrino',0,1
267,'Ruth','Vásquez','','femenino','madrina',0,1
268,'David','Soledispa Chavez','','femenino','comulgado',0,1
269,'Gonzalo','Soledispa','','masculino','padre',0,1
270,'Luisa','Chavez','','femenino','madre',0,1
271,'Luis','Arias','','masculino','padrino',0,1
272,'Maria','Ariel','','femenino','madrina',0,1
273,'Darla','Muñoz Zuñiga','','femenino','comulgado',1,1
274,'José','Muñoz','','masculino','padre',0,1
275,'Sofía','Zuñiga','','femenino','madre',0,1
276,'Carlos','Suárez','','masculino','padrino',0,1
277,'Carla','Mana','','femenino','madrina',0,1
278,'Joselo Armando','Coello Paredes','','masculino','comulgado',33,1
279,'Guiller','Freire Vera','','masculino','padre',0,1
280,'Ariel','Moscoso Peñasco','','femenino','madre',0,1
281,'Channe','Rivera','','masculino','padrino',0,1
282,'Jessy','Morales','','femenino','madrina',0,1
283,'Pamelo Ricardo','Naranjo Zambrano','','masculino','comulgado',2,1
284,'Robert','Naranjo','','masculino','padre',0,1
285,'Juleta','Zambrano','','femenino','madre',0,1
286,'Ramon','Rosero','','masculino','padrino',0,1
287,'Ramona','ximenez','','femenino','madrina',0,1
288,'Alfredo','Cañizares','','masculino','comulgado',2,1
289,'javier','cañizarez','','masculino','padre',0,1
290,'mary','Toapanta','','femenino','madre',0,1
291,'omar','izacc','','masculino','padrino',0,1
292,'josefina','pedretarne','','femenino','madrina',0,1
293,'Javier Fernando','Calderon Vera','','masculino','bautizado',1,1
294,'Haro','Calderon','','masculino','padre',0,1
295,'Mayra','Vera','','femenino','madre',0,1
296,'samuel','ramirez','','masculino','padrino',0,1
297,'vanessa','derecho','','femenino','madrina',0,1
298,'Leonardo','Cercado Armijos','','masculino','bautizado',1,1
299,'Geovanny','Cercado','','masculino','padre',0,1
300,'Mónica','Armijos','','femenino','madre',0,1
301,'Rodolfo','Tapia','','masculino','padrino',0,1
302,'Ana','González','','femenino','madrina',0,1
303,'Stephany','Flores Anzoategui','','femenino','confirmado',1,1
304,'David','Flores','','masculino','padre',0,1
305,'Laura','Anzoategui','','femenino','madre',0,1
306,'Danilo','Montero','','masculino','padrino',0,1
307,'Daniela','Montesdeoca','','femenino','madrina',0,1
308,'Laura Andrea','Samaniego Zapata','','femenino','confirmado',1,1
309,'Andrés','Samaniego','','masculino','padre',0,1
310,'Laura','Zapata','','femenino','madre',0,1
311,'Daniela','Matamoros','','femenino','madrina',0,1
312,'Tifany Lulu','Pancracia Gualotuña','','femenino','confirmado',1,1
313,'Luis','Pancracia','','masculino','padre',0,1
314,'Lulu','Gualotuña','','femenino','madre',0,1
315,'David','Hinojosa','','masculino','padrino',0,1
316,'Sara','Rios','','femenino','madrina',0,1
317,'Martin','Borbor Vásquez','','masculino','comulgado',12,1
318,'Oswaldo','Borbor','','masculino','padre',0,1
319,'Yolanda','Vásquez','','femenino','madre',0,1
320,'Daniel','Luzuriaga','','masculino','padrino',0,1
321,'Daniel','Luzuriaga Calle','','masculino','comulgado',33,1
322,'David','Luzuriaga','','masculino','padre',0,1
323,'Maria','Calle','','femenino','madre',0,1
324,'Manuel','Borobor','','masculino','padrino',0,1
325,'Gabriela','Mistral','','femenino','madrina',0,1
326,'Manuel','Borbor','','masculino','padrino',0,1
327,'susi','Bustamante Ortega','','femenino','comulgado',3,1
328,'Josue','Bustamante','','masculino','padre',0,1
329,'Marina','Ortega','','femenino','madre',0,1
330,'Miguel','Rivera','','masculino','padrino',0,1
331,'Sonia','Solorzano','','femenino','madrina',0,1
332,'Marina','Bustamante Ortega','','femenino','comulgado',41,1
333,'Moreno','Bustamante','','masculino','padre',0,1
334,'Pedro','Sarmiento','','masculino','padrino',0,1
335,'Ximena','Jimenez','','femenino','madrina',0,1
336,'Juan Gabriel','Sarango García','','femenino','comulgado',1,1
337,'Juan','Pernales','','masculino','comulgado',1,1
338,'Daniel','Benalcazar Monserrrat','','femenino','comulgado',1,1
339,'Daniel ','Benalcazar','','masculino','padre',0,1
340,'Lupe','Monserrrat','','femenino','madre',0,1
341,'David','Jurado','','masculino','padrino',0,1
342,'Carla','Abad','','femenino','madrina',0,1
343,'David','Jurado García','','masculino','comulgado',1,1
344,'Daniel','Jurado','','masculino','padre',0,1
345,'Lucía','García','','femenino','madre',0,1
346,'Danielo','Matamorors','','masculino','padrino',0,1
347,'Mariuxi','García','','femenino','madrina',0,1
348,'cristian','Issac cordero','','masculino','comulgado',27,1
349,'Ismael','Issac','','masculino','padre',0,1
350,'Marlene','Cordero','','femenino','madre',0,1
351,'Manuel','Pasmiño','','masculino','padrino',0,1
352,'Gabriela','River','','femenino','madrina',0,1
353,'Marcos','Mayorga Reinoso','','masculino','comulgado',3,1
354,'Octavio','Mayorga','','masculino','padre',0,1
355,'Fernanda','Reinoso','','femenino','madre',0,1
356,'Steven','Bener','','masculino','padrino',0,1
357,'Sofia','Lorenz','','femenino','madrina',0,1
358,'Lennin','Maquilon Venezuela','','femenino','bautizado',33,1
359,'Juan Jose','Maquilon','','masculino','padre',0,1
360,'Maria','Venezuela','','femenino','madre',0,1
361,'Fabricio','','','masculino','padrino',0,1
362,'','','','femenino','madrina',0,1
363,'Fabricio','Iturralde','','masculino','padrino',0,1
364,'Jessenia','Pastiuzaca','','femenino','madrina',0,1
365,'Arcecio','Zuñiga Monserrat','','masculino','esposo',0,1
366,'Panchita','Ronquillo Rugel','','femenino','esposa',0,1
367,'Aro','Zuñiga','','masculino','padreNovio',0,1
368,'Mose','Monserrat','','femenino','madreNovio',0,1
369,'Wiston','Ronquillo','','masculino','padreNovia',0,1
370,'Graciela','Rugel','','femenino','madreNovia',0,1
371,'Eulogio','Chonillo Baldez','','masculino','padrino',0,1
372,'Anatolia','Rodriguez Zapata','','femenino','madrina',0,1
373,'Christian','Zuñiga Ronquillo','','masculino','bautizado',3,1
374,'Crispin','Anzoategui','','masculino','padrino',0,1
375,'Blanca','Rugel','','femenino','madrina',0,1
376,'Yamilet','Flores Montolla','','femenino','bautizado',1,1
377,'Eduardo','Flores','','masculino','padre',0,1
378,'Wendy','Montolla','','femenino','madre',0,1
379,'Rafael','Flores','','masculino','padrino',0,1
380,'Edu','Flores Montolla','37ava y Vaca Galindo','masculino','comulgado',2,1
381,'Bella','Torres','','femenino','madrina',0,1
382,'Maria Belen','Flores Pinos','','femenino','confirmado',1,1
383,'Raul','Flores','','masculino','padre',0,1
384,'Marlene','Pinos','','femenino','madre',0,1
385,'Eduador','Flores','','masculino','padrino',0,1
386,'Sandy Sonya','Segura Anton','','femenino','confirmado',1,1
387,'David','Segura','','masculino','padre',0,1
388,'Selma','Anton','','femenino','madre',0,1
389,'David','Trujillo','','masculino','padrino',0,1
390,'Mónica','Morán','','femenino','madrina',0,1
391,'David Sergio','Jurado Castello','','masculino','confirmado',1,1
392,'Daniels','Jurado','','masculino','padre',0,1
393,'Sarah','Castello','','femenino','madre',0,1
394,'William','Anderson','','masculino','padrino',0,1
395,'Samantha','Brown','','femenino','madrina',0,1
396,'Hugh','Grant Samuels','','masculino','esposo',0,1
397,'Sarah','Brigthman Brown','','femenino','esposa',0,1
398,'John','Grant','','masculino','padreNovio',0,1
399,'Lili','Samuels','','femenino','madreNovio',0,1
400,'Matt','Brigthman','','masculino','padreNovia',0,1
401,'Sofy','Brown','','femenino','madreNovia',0,1
402,'Lucho','Gavica','','masculino','padrino',0,1
403,'Soyla','Vaca','','femenino','madrina',0,1
404,'Dario Xavier','Pizarro Vásquez','','masculino','bautizado',1,1
405,'Guillermo','Pizarro','','masculino','padre',0,1
406,'Angela Eugenia','Vásquez','','femenino','madre',0,1
407,'Marlon','Saltos','','masculino','padrino',0,1
408,'Samantha','Darrins','','femenino','madrina',0,1
409,'Marisol','Villacrés Pincay','','femenino','bautizado',1,1
410,'Dario','Villacres','','masculino','padre',0,1
411,'Marisol','Pincay','','femenino','madre',0,1
412,'Luisa','Lem','','femenino','madrina',0,1
413,'Marlon','Anton Segovia','','femenino','bautizado',30,1
414,'Danilo','Anton','','masculino','padre',0,1
415,'Daniela','Segovia','','femenino','madre',0,1
416,'Martín','Borbor','','masculino','padrino',0,1
417,'Leona','Salatiel','','femenino','madrina',0,1
418,'Alex','Ordoñez','','masculino','esposo',0,2
419,'Rut','España','','femenino','esposa',0,2
420,'Gonzalo','Ordoñez','','masculino','padreNovio',0,2
421,'Victoria','Casanova','','femenino','madreNovio',0,2
422,'Fabricio','España','','masculino','padreNovia',0,2
423,'Fanny','Pelaez','','femenino','madreNovia',0,2
424,'Anabel','Gutierrez','','femenino','madrina',0,2
425,'Pepita','Pizarro','','femenino','bautizado',1,2
426,'Pedro','Pizarro','','masculino','padre',0,2
427,'Carmen','Salas','','femenino','madre',0,2
428,'Jorge','Mejia','','masculino','padrino',0,2
429,'Sonia','Altamirano','','femenino','madrina',0,2
430,'Evelyn','Cabrera','40 y la a','femenino','comulgado',1,2
431,'Ecuador','Cabrera','','masculino','padre',0,2
432,'Alexandra','Rivadeneira','','femenino','madre',0,2
433,'Roberto','Lopez','','masculino','padrino',0,2
434,'Jessica','Vergara','','femenino','madrina',0,2
435,'Maritza','Serrano','','femenino','confirmado',2,2
436,'Sergio','Serrano','','masculino','padre',0,2
437,'Amanda','Torres','','femenino','madre',0,2
438,'Michael','Serrano','','masculino','padrino',0,2
439,'Micaela','Barahona','','femenino','madrina',0,2
440,'Maritza','Lopez','','femenino','confirmado',2,1
441,'Fernando','Lopez','','masculino','padre',0,1
442,'Marta','Torres','','femenino','madre',0,1
443,'Alonso','Vera','','masculino','padrino',0,1
444,'Diana','Mora','','femenino','madrina',0,1
445,'Anabel','Gonzalez','','femenino','confirmado',33,1
446,'Pedro','Gonzalez','','masculino','padre',0,1
447,'Fernanda','Estupiñan','','femenino','madre',0,1
448,'Mario','Escarlata','','masculino','padrino',0,1
449,'Sara','Trujillo','','femenino','madrina',0,1
